id,num,name,type1,type2,hp,atk,def,spa,spd,spe,ability_primary,ability_secondary,ability_hidden,height_m,weight_kg,color,egg_groups,gender_ratio_m,gender_ratio_f,forme,base_species
seedot,273,Seedot,Grass,,40,40,50,30,30,30,Chlorophyll,Early Bird,Pickpocket,0.5,4,Brown,Field; Grass,,,,
nuzleaf,274,Nuzleaf,Grass,Dark,70,70,40,60,40,60,Chlorophyll,Early Bird,Pickpocket,1,28,Brown,Field; Grass,,,,
shiftry,275,Shiftry,Grass,Dark,90,100,60,90,60,80,Chlorophyll,Wind Rider,Pickpocket,1.3,59.6,Brown,Field; Grass,,,,
taillow,276,Taillow,Normal,Flying,40,55,30,30,30,85,Guts,,Scrappy,0.3,2.3,Blue,Flying,,,,
swellow,277,Swellow,Normal,Flying,60,85,60,75,50,125,Guts,,Scrappy,0.7,19.8,Blue,Flying,,,,
wingull,278,Wingull,Water,Flying,40,30,30,55,30,85,Keen Eye,Hydration,Rain Dish,0.6,9.5,White,Water 1; Flying,,,,
pelipper,279,Pelipper,Water,Flying,60,50,100,95,70,65,Keen Eye,Drizzle,Rain Dish,1.2,28,Yellow,Water 1; Flying,,,,
ralts,280,Ralts,Psychic,Fairy,28,25,25,45,35,40,Synchronize,Trace,Telepathy,0.4,6.6,White,Human-Like; Amorphous,,,,
kirlia,281,Kirlia,Psychic,Fairy,38,35,35,65,55,50,Synchronize,Trace,Telepathy,0.8,20.2,White,Human-Like; Amorphous,,,,
gardevoir,282,Gardevoir,Psychic,Fairy,68,65,65,125,115,80,Synchronize,Trace,Telepathy,1.6,48.4,White,Human-Like; Amorphous,,,,
gardevoirmega,282,Gardevoir-Mega,Psychic,Fairy,68,85,65,165,135,100,Pixilate,,,1.6,48.4,White,Amorphous,,,Mega,Gardevoir
surskit,283,Surskit,Bug,Water,40,30,32,50,52,65,Swift Swim,,Rain Dish,0.5,1.7,Blue,Water 1; Bug,,,,
masquerain,284,Masquerain,Bug,Flying,70,60,62,100,82,80,Intimidate,,Unnerve,0.8,3.6,Blue,Water 1; Bug,,,,
shroomish,285,Shroomish,Grass,,60,40,60,40,60,35,Effect Spore,Poison Heal,Quick Feet,0.4,4.5,Brown,Fairy; Grass,,,,
breloom,286,Breloom,Grass,Fighting,60,130,80,60,60,70,Effect Spore,Poison Heal,Technician,1.2,39.2,Green,Fairy; Grass,,,,
slakoth,287,Slakoth,Normal,,60,60,60,35,35,30,Truant,,,0.8,24,Brown,Field,,,,
vigoroth,288,Vigoroth,Normal,,80,80,80,55,55,90,Vital Spirit,,,1.4,46.5,White,Field,,,,
slaking,289,Slaking,Normal,,150,160,100,95,65,100,Truant,,,2,130.5,Brown,Field,,,,
nincada,290,Nincada,Bug,Ground,31,45,90,30,30,40,Compound Eyes,,Run Away,0.5,5.5,Gray,Bug,,,,
ninjask,291,Ninjask,Bug,Flying,61,90,45,50,50,160,Speed Boost,,Infiltrator,0.8,12,Yellow,Bug,,,,
shedinja,292,Shedinja,Bug,Ghost,1,90,45,30,30,40,Wonder Guard,,,0.8,1.2,Brown,Mineral,,,,
whismur,293,Whismur,Normal,,64,51,23,51,23,28,Soundproof,,Rattled,0.6,16.3,Pink,Monster; Field,,,,
loudred,294,Loudred,Normal,,84,71,43,71,43,48,Soundproof,,Scrappy,1,40.5,Blue,Monster; Field,,,,
exploud,295,Exploud,Normal,,104,91,63,91,73,68,Soundproof,,Scrappy,1.5,84,Blue,Monster; Field,,,,
makuhita,296,Makuhita,Fighting,,72,60,30,20,30,25,Thick Fat,Guts,Sheer Force,1,86.4,Yellow,Human-Like,0.75,0.25,,
hariyama,297,Hariyama,Fighting,,144,120,60,40,60,50,Thick Fat,Guts,Sheer Force,2.3,253.8,Brown,Human-Like,0.75,0.25,,
azurill,298,Azurill,Normal,Fairy,50,20,40,20,40,20,Thick Fat,Huge Power,Sap Sipper,0.2,2,Blue,Undiscovered,0.25,0.75,,
nosepass,299,Nosepass,Rock,,30,45,135,45,90,30,Sturdy,Magnet Pull,Sand Force,1,97,Gray,Mineral,,,,
skitty,300,Skitty,Normal,,50,45,45,35,35,50,Cute Charm,Normalize,Wonder Skin,0.6,11,Pink,Field; Fairy,0.25,0.75,,
delcatty,301,Delcatty,Normal,,70,65,65,55,55,90,Cute Charm,Normalize,Wonder Skin,1.1,32.6,Purple,Field; Fairy,0.25,0.75,,
sableye,302,Sableye,Dark,Ghost,50,75,75,65,65,50,Keen Eye,Stall,Prankster,0.5,11,Purple,Human-Like,,,,
sableyemega,302,Sableye-Mega,Dark,Ghost,50,85,125,85,115,20,Magic Bounce,,,0.5,161,Purple,Human-Like,,,Mega,Sableye
mawile,303,Mawile,Steel,Fairy,50,85,85,55,55,50,Hyper Cutter,Intimidate,Sheer Force,0.6,11.5,Black,Field; Fairy,,,,
mawilemega,303,Mawile-Mega,Steel,Fairy,50,105,125,55,95,50,Huge Power,,,1,23.5,Black,Field; Fairy,,,Mega,Mawile
aron,304,Aron,Steel,Rock,50,70,100,40,40,30,Sturdy,Rock Head,Heavy Metal,0.4,60,Gray,Monster,,,,
lairon,305,Lairon,Steel,Rock,60,90,140,50,50,40,Sturdy,Rock Head,Heavy Metal,0.9,120,Gray,Monster,,,,
aggron,306,Aggron,Steel,Rock,70,110,180,60,60,50,Sturdy,Rock Head,Heavy Metal,2.1,360,Gray,Monster,,,,
aggronmega,306,Aggron-Mega,Steel,,70,140,230,60,80,50,Filter,,,2.2,395,Gray,Monster,,,Mega,Aggron
meditite,307,Meditite,Fighting,Psychic,30,40,55,40,55,60,Pure Power,,Telepathy,0.6,11.2,Blue,Human-Like,,,,
medicham,308,Medicham,Fighting,Psychic,60,60,75,60,75,80,Pure Power,,Telepathy,1.3,31.5,Red,Human-Like,,,,
medichammega,308,Medicham-Mega,Fighting,Psychic,60,100,85,80,85,100,Pure Power,,,1.3,31.5,Red,Human-Like,,,Mega,Medicham
electrike,309,Electrike,Electric,,40,45,40,65,40,65,Static,Lightning Rod,Minus,0.6,15.2,Green,Field,,,,
manectric,310,Manectric,Electric,,70,75,60,105,60,105,Static,Lightning Rod,Minus,1.5,40.2,Yellow,Field,,,,
manectricmega,310,Manectric-Mega,Electric,,70,75,80,135,80,135,Intimidate,,,1.8,44,Yellow,Field,,,Mega,Manectric
plusle,311,Plusle,Electric,,60,50,40,85,75,95,Plus,,Lightning Rod,0.4,4.2,Yellow,Fairy,,,,
minun,312,Minun,Electric,,60,40,50,75,85,95,Minus,,Volt Absorb,0.4,4.2,Yellow,Fairy,,,,
volbeat,313,Volbeat,Bug,,65,73,75,47,85,85,Illuminate,Swarm,Prankster,0.7,17.7,Gray,Bug; Human-Like,,,,
illumise,314,Illumise,Bug,,65,47,75,73,85,85,Oblivious,Tinted Lens,Prankster,0.6,17.7,Purple,Bug; Human-Like,,,,
roselia,315,Roselia,Grass,Poison,50,60,45,100,80,65,Natural Cure,Poison Point,Leaf Guard,0.3,2,Green,Fairy; Grass,,,,
gulpin,316,Gulpin,Poison,,70,43,53,43,53,40,Liquid Ooze,Sticky Hold,Gluttony,0.4,10.3,Green,Amorphous,,,,
swalot,317,Swalot,Poison,,100,73,83,73,83,55,Liquid Ooze,Sticky Hold,Gluttony,1.7,80,Purple,Amorphous,,,,
carvanha,318,Carvanha,Water,Dark,45,90,20,65,20,65,Rough Skin,,Speed Boost,0.8,20.8,Red,Water 2,,,,
sharpedo,319,Sharpedo,Water,Dark,70,120,40,95,40,95,Rough Skin,,Speed Boost,1.8,88.8,Blue,Water 2,,,,
sharpedomega,319,Sharpedo-Mega,Water,Dark,70,140,70,110,65,105,Strong Jaw,,,2.5,130.3,Blue,Water 2,,,Mega,Sharpedo
wailmer,320,Wailmer,Water,,130,70,35,70,35,60,Water Veil,Oblivious,Pressure,2,130,Blue,Field; Water 2,,,,
wailord,321,Wailord,Water,,170,90,45,90,45,60,Water Veil,Oblivious,Pressure,14.5,398,Blue,Field; Water 2,,,,
numel,322,Numel,Fire,Ground,60,60,40,65,45,35,Oblivious,Simple,Own Tempo,0.7,24,Yellow,Field,,,,
camerupt,323,Camerupt,Fire,Ground,70,100,70,105,75,40,Magma Armor,Solid Rock,Anger Point,1.9,220,Red,Field,,,,
cameruptmega,323,Camerupt-Mega,Fire,Ground,70,120,100,145,105,20,Sheer Force,,,2.5,320.5,Red,Field,,,Mega,Camerupt
torkoal,324,Torkoal,Fire,,70,85,140,85,70,20,White Smoke,Drought,Shell Armor,0.5,80.4,Brown,Field,,,,
spoink,325,Spoink,Psychic,,60,25,35,70,80,60,Thick Fat,Own Tempo,Gluttony,0.7,30.6,Black,Field,,,,
grumpig,326,Grumpig,Psychic,,80,45,65,90,110,80,Thick Fat,Own Tempo,Gluttony,0.9,71.5,Purple,Field,,,,
spinda,327,Spinda,Normal,,60,60,60,60,60,60,Own Tempo,Tangled Feet,Contrary,1.1,5,Brown,Field; Human-Like,,,,
trapinch,328,Trapinch,Ground,,45,100,45,45,45,10,Hyper Cutter,Arena Trap,Sheer Force,0.7,15,Brown,Bug; Dragon,,,,
vibrava,329,Vibrava,Ground,Dragon,50,70,50,50,50,70,Levitate,,,1.1,15.3,Green,Bug; Dragon,,,,
flygon,330,Flygon,Ground,Dragon,80,100,80,80,80,100,Levitate,,,2,82,Green,Bug; Dragon,,,,
cacnea,331,Cacnea,Grass,,50,85,40,85,40,35,Sand Veil,,Water Absorb,0.4,51.3,Green,Grass; Human-Like,,,,
cacturne,332,Cacturne,Grass,Dark,70,115,60,115,60,55,Sand Veil,,Water Absorb,1.3,77.4,Green,Grass; Human-Like,,,,
swablu,333,Swablu,Normal,Flying,45,40,60,40,75,50,Natural Cure,,Cloud Nine,0.4,1.2,Blue,Flying; Dragon,,,,
altaria,334,Altaria,Dragon,Flying,75,70,90,70,105,80,Natural Cure,,Cloud Nine,1.1,20.6,Blue,Flying; Dragon,,,,
altariamega,334,Altaria-Mega,Dragon,Fairy,75,110,110,110,105,80,Pixilate,,,1.5,20.6,Blue,Flying; Dragon,,,Mega,Altaria
zangoose,335,Zangoose,Normal,,73,115,60,60,60,90,Immunity,,Toxic Boost,1.3,40.3,White,Field,,,,
seviper,336,Seviper,Poison,,73,100,60,100,60,65,Shed Skin,,Infiltrator,2.7,52.5,Black,Field; Dragon,,,,
lunatone,337,Lunatone,Rock,Psychic,90,55,65,95,85,70,Levitate,,,1,168,Yellow,Mineral,,,,
solrock,338,Solrock,Rock,Psychic,90,95,85,55,65,70,Levitate,,,1.2,154,Red,Mineral,,,,
barboach,339,Barboach,Water,Ground,50,48,43,46,41,60,Oblivious,Anticipation,Hydration,0.4,1.9,Gray,Water 2,,,,
whiscash,340,Whiscash,Water,Ground,110,78,73,76,71,60,Oblivious,Anticipation,Hydration,0.9,23.6,Blue,Water 2,,,,
corphish,341,Corphish,Water,,43,80,65,50,35,35,Hyper Cutter,Shell Armor,Adaptability,0.6,11.5,Red,Water 1; Water 3,,,,
crawdaunt,342,Crawdaunt,Water,Dark,63,120,85,90,55,55,Hyper Cutter,Shell Armor,Adaptability,1.1,32.8,Red,Water 1; Water 3,,,,
baltoy,343,Baltoy,Ground,Psychic,40,40,55,40,70,55,Levitate,,,0.5,21.5,Brown,Mineral,,,,
claydol,344,Claydol,Ground,Psychic,60,70,105,70,120,75,Levitate,,,1.5,108,Black,Mineral,,,,
lileep,345,Lileep,Rock,Grass,66,41,77,61,87,23,Suction Cups,,Storm Drain,1,23.8,Purple,Water 3,0.875,0.125,,
cradily,346,Cradily,Rock,Grass,86,81,97,81,107,43,Suction Cups,,Storm Drain,1.5,60.4,Green,Water 3,0.875,0.125,,
anorith,347,Anorith,Rock,Bug,45,95,50,40,50,75,Battle Armor,,Swift Swim,0.7,12.5,Gray,Water 3,0.875,0.125,,
armaldo,348,Armaldo,Rock,Bug,75,125,100,70,80,45,Battle Armor,,Swift Swim,1.5,68.2,Gray,Water 3,0.875,0.125,,
feebas,349,Feebas,Water,,20,15,20,10,55,80,Swift Swim,Oblivious,Adaptability,0.6,7.4,Brown,Water 1; Dragon,,,,
milotic,350,Milotic,Water,,95,60,79,100,125,81,Marvel Scale,Competitive,Cute Charm,6.2,162,Pink,Water 1; Dragon,,,,
castform,351,Castform,Normal,,70,70,70,70,70,70,Forecast,,,0.3,0.8,Gray,Fairy; Amorphous,,,,
castformsunny,351,Castform-Sunny,Fire,,70,70,70,70,70,70,Forecast,,,0.3,0.8,Red,Fairy; Amorphous,,,Sunny,Castform
castformrainy,351,Castform-Rainy,Water,,70,70,70,70,70,70,Forecast,,,0.3,0.8,Blue,Fairy; Amorphous,,,Rainy,Castform
castformsnowy,351,Castform-Snowy,Ice,,70,70,70,70,70,70,Forecast,,,0.3,0.8,White,Fairy; Amorphous,,,Snowy,Castform
kecleon,352,Kecleon,Normal,,60,90,70,60,120,40,Color Change,,Protean,1,22,Green,Field,,,,
shuppet,353,Shuppet,Ghost,,44,75,35,63,33,45,Insomnia,Frisk,Cursed Body,0.6,2.3,Black,Amorphous,,,,
banette,354,Banette,Ghost,,64,115,65,83,63,65,Insomnia,Frisk,Cursed Body,1.1,12.5,Black,Amorphous,,,,
banettemega,354,Banette-Mega,Ghost,,64,165,75,93,83,75,Prankster,,,1.2,13,Black,Amorphous,,,Mega,Banette
duskull,355,Duskull,Ghost,,20,40,90,30,90,25,Levitate,,Frisk,0.8,15,Black,Amorphous,,,,
dusclops,356,Dusclops,Ghost,,40,70,130,60,130,25,Pressure,,Frisk,1.6,30.6,Black,Amorphous,,,,
tropius,357,Tropius,Grass,Flying,99,68,83,72,87,51,Chlorophyll,Solar Power,Harvest,2,100,Green,Monster; Grass,,,,
chimecho,358,Chimecho,Psychic,,75,50,80,95,90,65,Levitate,,,0.6,1,Blue,Amorphous,,,,
chimechomega,358,Chimecho-Mega,Psychic,Steel,75,50,110,135,120,65,Levitate,,,1.2,8,Blue,Amorphous,,,Mega,Chimecho
absol,359,Absol,Dark,,65,130,60,75,60,75,Pressure,Super Luck,Justified,1.2,47,White,Field,,,,
absolmega,359,Absol-Mega,Dark,,65,150,60,115,60,115,Magic Bounce,,,1.2,49,White,Field,,,Mega,Absol
absolmegaz,359,Absol-Mega-Z,Dark,Ghost,65,154,60,75,60,151,Magic Bounce,,,1.2,49,Black,Field,,,Mega-Z,Absol
wynaut,360,Wynaut,Psychic,,95,23,48,23,48,23,Shadow Tag,,Telepathy,0.6,14,Blue,Undiscovered,,,,
snorunt,361,Snorunt,Ice,,50,50,50,50,50,50,Inner Focus,Ice Body,Moody,0.7,16.8,Gray,Fairy; Mineral,,,,
glalie,362,Glalie,Ice,,80,80,80,80,80,80,Inner Focus,Ice Body,Moody,1.5,256.5,Gray,Fairy; Mineral,,,,
glaliemega,362,Glalie-Mega,Ice,,80,120,80,120,80,100,Refrigerate,,,2.1,350.2,Gray,Fairy; Mineral,,,Mega,Glalie
spheal,363,Spheal,Ice,Water,70,40,50,55,50,25,Thick Fat,Ice Body,Oblivious,0.8,39.5,Blue,Water 1; Field,,,,
sealeo,364,Sealeo,Ice,Water,90,60,70,75,70,45,Thick Fat,Ice Body,Oblivious,1.1,87.6,Blue,Water 1; Field,,,,
walrein,365,Walrein,Ice,Water,110,80,90,95,90,65,Thick Fat,Ice Body,Oblivious,1.4,150.6,Blue,Water 1; Field,,,,
clamperl,366,Clamperl,Water,,35,64,85,74,55,32,Shell Armor,,Rattled,0.4,52.5,Blue,Water 1,,,,
huntail,367,Huntail,Water,,55,104,105,94,75,52,Swift Swim,,Water Veil,1.7,27,Blue,Water 1,,,,
gorebyss,368,Gorebyss,Water,,55,84,105,114,75,52,Swift Swim,,Hydration,1.8,22.6,Pink,Water 1,,,,
relicanth,369,Relicanth,Water,Rock,100,90,130,45,65,55,Swift Swim,Rock Head,Sturdy,1,23.4,Gray,Water 1; Water 2,0.875,0.125,,
luvdisc,370,Luvdisc,Water,,43,30,55,40,65,97,Swift Swim,,Hydration,0.6,8.7,Pink,Water 2,0.25,0.75,,
bagon,371,Bagon,Dragon,,45,75,60,40,30,50,Rock Head,,Sheer Force,0.6,42.1,Blue,Dragon,,,,
shelgon,372,Shelgon,Dragon,,65,95,100,60,50,50,Rock Head,,Overcoat,1.1,110.5,White,Dragon,,,,
salamence,373,Salamence,Dragon,Flying,95,135,80,110,80,100,Intimidate,,Moxie,1.5,102.6,Blue,Dragon,,,,
salamencemega,373,Salamence-Mega,Dragon,Flying,95,145,130,120,90,120,Aerilate,,,1.8,112.6,Blue,Dragon,,,Mega,Salamence
beldum,374,Beldum,Steel,Psychic,40,55,80,35,60,30,Clear Body,,Light Metal,0.6,95.2,Blue,Mineral,,,,
metang,375,Metang,Steel,Psychic,60,75,100,55,80,50,Clear Body,,Light Metal,1.2,202.5,Blue,Mineral,,,,
metagross,376,Metagross,Steel,Psychic,80,135,130,95,90,70,Clear Body,,Light Metal,1.6,550,Blue,Mineral,,,,
metagrossmega,376,Metagross-Mega,Steel,Psychic,80,145,150,105,110,110,Tough Claws,,,2.5,942.9,Blue,Mineral,,,Mega,Metagross
regirock,377,Regirock,Rock,,80,100,200,50,100,50,Clear Body,,Sturdy,1.7,230,Brown,Undiscovered,,,,
regice,378,Regice,Ice,,80,50,100,100,200,50,Clear Body,,Ice Body,1.8,175,Blue,Undiscovered,,,,
registeel,379,Registeel,Steel,,80,75,150,75,150,50,Clear Body,,Light Metal,1.9,205,Gray,Undiscovered,,,,
latias,380,Latias,Dragon,Psychic,80,80,90,110,130,110,Levitate,,,1.4,40,Red,Undiscovered,,,,
latiasmega,380,Latias-Mega,Dragon,Psychic,80,100,120,140,150,110,Levitate,,,1.8,52,Purple,Undiscovered,,,Mega,Latias
latios,381,Latios,Dragon,Psychic,80,90,80,130,110,110,Levitate,,,2,60,Blue,Undiscovered,,,,
latiosmega,381,Latios-Mega,Dragon,Psychic,80,130,100,160,120,110,Levitate,,,2.3,70,Purple,Undiscovered,,,Mega,Latios
kyogre,382,Kyogre,Water,,100,100,90,150,140,90,Drizzle,,,4.5,352,Blue,Undiscovered,,,,
kyogreprimal,382,Kyogre-Primal,Water,,100,150,90,180,160,90,Primordial Sea,,,9.8,430,Blue,Undiscovered,,,Primal,Kyogre
groudon,383,Groudon,Ground,,100,150,140,100,90,90,Drought,,,3.5,950,Red,Undiscovered,,,,
groudonprimal,383,Groudon-Primal,Ground,Fire,100,180,160,150,90,90,Desolate Land,,,5,999.7,Red,Undiscovered,,,Primal,Groudon
rayquaza,384,Rayquaza,Dragon,Flying,105,150,90,150,90,95,Air Lock,,,7,206.5,Green,Undiscovered,,,,
rayquazamega,384,Rayquaza-Mega,Dragon,Flying,105,180,100,180,100,115,Delta Stream,,,10.8,392,Green,Undiscovered,,,Mega,Rayquaza
jirachi,385,Jirachi,Steel,Psychic,100,100,100,100,100,100,Serene Grace,,,0.3,1.1,Yellow,Undiscovered,,,,
deoxys,386,Deoxys,Psychic,,50,150,50,150,50,150,Pressure,,,1.7,60.8,Red,Undiscovered,,,,
deoxysattack,386,Deoxys-Attack,Psychic,,50,180,20,180,20,150,Pressure,,,1.7,60.8,Red,Undiscovered,,,Attack,Deoxys
deoxysdefense,386,Deoxys-Defense,Psychic,,50,70,160,70,160,90,Pressure,,,1.7,60.8,Red,Undiscovered,,,Defense,Deoxys
deoxysspeed,386,Deoxys-Speed,Psychic,,50,95,90,95,90,180,Pressure,,,1.7,60.8,Red,Undiscovered,,,Speed,Deoxys
turtwig,387,Turtwig,Grass,,55,68,64,45,55,31,Overgrow,,Shell Armor,0.4,10.2,Green,Monster; Grass,0.875,0.125,,
grotle,388,Grotle,Grass,,75,89,85,55,65,36,Overgrow,,Shell Armor,1.1,97,Green,Monster; Grass,0.875,0.125,,
torterra,389,Torterra,Grass,Ground,95,109,105,75,85,56,Overgrow,,Shell Armor,2.2,310,Green,Monster; Grass,0.875,0.125,,
chimchar,390,Chimchar,Fire,,44,58,44,58,44,61,Blaze,,Iron Fist,0.5,6.2,Brown,Field; Human-Like,0.875,0.125,,
monferno,391,Monferno,Fire,Fighting,64,78,52,78,52,81,Blaze,,Iron Fist,0.9,22,Brown,Field; Human-Like,0.875,0.125,,
infernape,392,Infernape,Fire,Fighting,76,104,71,104,71,108,Blaze,,Iron Fist,1.2,55,Brown,Field; Human-Like,0.875,0.125,,
piplup,393,Piplup,Water,,53,51,53,61,56,40,Torrent,,Competitive,0.4,5.2,Blue,Water 1; Field,0.875,0.125,,
prinplup,394,Prinplup,Water,,64,66,68,81,76,50,Torrent,,Competitive,0.8,23,Blue,Water 1; Field,0.875,0.125,,
empoleon,395,Empoleon,Water,Steel,84,86,88,111,101,60,Torrent,,Competitive,1.7,84.5,Blue,Water 1; Field,0.875,0.125,,
starly,396,Starly,Normal,Flying,40,55,30,30,30,60,Keen Eye,,Reckless,0.3,2,Brown,Flying,,,,
staravia,397,Staravia,Normal,Flying,55,75,50,40,40,80,Intimidate,,Reckless,0.6,15.5,Brown,Flying,,,,
staraptor,398,Staraptor,Normal,Flying,85,120,70,50,60,100,Intimidate,,Reckless,1.2,24.9,Brown,Flying,,,,
staraptormega,398,Staraptor-Mega,Fighting,Flying,85,140,100,60,90,110,Intimidate,,Reckless,1.9,50,Gray,Flying,,,Mega,Staraptor
bidoof,399,Bidoof,Normal,,59,45,40,35,40,31,Simple,Unaware,Moody,0.5,20,Brown,Water 1; Field,,,,
bibarel,400,Bibarel,Normal,Water,79,85,60,55,60,71,Simple,Unaware,Moody,1,31.5,Brown,Water 1; Field,,,,
kricketot,401,Kricketot,Bug,,37,25,41,25,41,25,Shed Skin,,Run Away,0.3,2.2,Red,Bug,,,,
kricketune,402,Kricketune,Bug,,77,85,51,55,51,65,Swarm,,Technician,1,25.5,Red,Bug,,,,
shinx,403,Shinx,Electric,,45,65,34,40,34,45,Rivalry,Intimidate,Guts,0.5,9.5,Blue,Field,,,,
luxio,404,Luxio,Electric,,60,85,49,60,49,60,Rivalry,Intimidate,Guts,0.9,30.5,Blue,Field,,,,
luxray,405,Luxray,Electric,,80,120,79,95,79,70,Rivalry,Intimidate,Guts,1.4,42,Blue,Field,,,,
budew,406,Budew,Grass,Poison,40,30,35,50,70,55,Natural Cure,Poison Point,Leaf Guard,0.2,1.2,Green,Undiscovered,,,,
roserade,407,Roserade,Grass,Poison,60,70,65,125,105,90,Natural Cure,Poison Point,Technician,0.9,14.5,Green,Fairy; Grass,,,,
cranidos,408,Cranidos,Rock,,67,125,40,30,30,58,Mold Breaker,,Sheer Force,0.9,31.5,Blue,Monster,0.875,0.125,,
rampardos,409,Rampardos,Rock,,97,165,60,65,50,58,Mold Breaker,,Sheer Force,1.6,102.5,Blue,Monster,0.875,0.125,,
shieldon,410,Shieldon,Rock,Steel,30,42,118,42,88,30,Sturdy,,Soundproof,0.5,57,Gray,Monster,0.875,0.125,,
bastiodon,411,Bastiodon,Rock,Steel,60,52,168,47,138,30,Sturdy,,Soundproof,1.3,149.5,Gray,Monster,0.875,0.125,,
burmy,412,Burmy,Bug,,40,29,45,29,45,36,Shed Skin,,Overcoat,0.2,3.4,Green,Bug,,,,
burmysandy,,Burmy-Sandy,,,,,,,,,,,,,,Brown,,,,Sandy,Burmy
burmytrash,,Burmy-Trash,,,,,,,,,,,,,,Red,,,,Trash,Burmy
wormadam,413,Wormadam,Bug,Grass,60,59,85,79,105,36,Anticipation,,Overcoat,0.5,6.5,Green,Bug,,,,
wormadamsandy,413,Wormadam-Sandy,Bug,Ground,60,79,105,59,85,36,Anticipation,,Overcoat,0.5,6.5,Brown,Bug,,,Sandy,Wormadam
wormadamtrash,413,Wormadam-Trash,Bug,Steel,60,69,95,69,95,36,Anticipation,,Overcoat,0.5,6.5,Red,Bug,,,Trash,Wormadam
mothim,414,Mothim,Bug,Flying,70,94,50,94,50,66,Swarm,,Tinted Lens,0.9,23.3,Yellow,Bug,,,,
combee,415,Combee,Bug,Flying,30,30,42,30,42,70,Honey Gather,,Hustle,0.3,5.5,Yellow,Bug,0.875,0.125,,
vespiquen,416,Vespiquen,Bug,Flying,70,80,102,80,102,40,Pressure,,Unnerve,1.2,38.5,Yellow,Bug,,,,
pachirisu,417,Pachirisu,Electric,,60,45,70,45,90,95,Run Away,Pickup,Volt Absorb,0.4,3.9,White,Field; Fairy,,,,
buizel,418,Buizel,Water,,55,65,35,60,30,85,Swift Swim,,Water Veil,0.7,29.5,Brown,Water 1; Field,,,,
floatzel,419,Floatzel,Water,,85,105,55,85,50,115,Swift Swim,,Water Veil,1.1,33.5,Brown,Water 1; Field,,,,
cherubi,420,Cherubi,Grass,,45,35,45,62,53,35,Chlorophyll,,,0.4,3.3,Pink,Fairy; Grass,,,,
cherrim,421,Cherrim,Grass,,70,60,70,87,78,85,Flower Gift,,,0.5,9.3,Purple,Fairy; Grass,,,,
cherrimsunshine,421,Cherrim-Sunshine,Grass,,70,60,70,87,78,85,Flower Gift,,,0.5,9.3,Pink,Fairy; Grass,,,Sunshine,Cherrim
shellos,422,Shellos,Water,,76,48,48,57,62,34,Sticky Hold,Storm Drain,Sand Force,0.3,6.3,Purple,Water 1; Amorphous,,,,
shelloseast,,Shellos-East,,,,,,,,,,,,,,Blue,,,,East,Shellos
gastrodon,423,Gastrodon,Water,Ground,111,83,68,92,82,39,Sticky Hold,Storm Drain,Sand Force,0.9,29.9,Purple,Water 1; Amorphous,,,,
gastrodoneast,,Gastrodon-East,,,,,,,,,,,,,,Blue,,,,East,Gastrodon
ambipom,424,Ambipom,Normal,,75,100,66,60,66,115,Technician,Pickup,Skill Link,1.2,20.3,Purple,Field,,,,
drifloon,425,Drifloon,Ghost,Flying,90,50,34,60,44,70,Aftermath,Unburden,Flare Boost,0.4,1.2,Purple,Amorphous,,,,
drifblim,426,Drifblim,Ghost,Flying,150,80,44,90,54,80,Aftermath,Unburden,Flare Boost,1.2,15,Purple,Amorphous,,,,
buneary,427,Buneary,Normal,,55,66,44,44,56,85,Run Away,Klutz,Limber,0.4,5.5,Brown,Field; Human-Like,,,,
lopunny,428,Lopunny,Normal,,65,76,84,54,96,105,Cute Charm,Klutz,Limber,1.2,33.3,Brown,Field; Human-Like,,,,
lopunnymega,428,Lopunny-Mega,Normal,Fighting,65,136,94,54,96,135,Scrappy,,,1.3,28.3,Brown,Field; Human-Like,,,Mega,Lopunny
mismagius,429,Mismagius,Ghost,,60,60,60,105,105,105,Levitate,,,0.9,4.4,Purple,Amorphous,,,,
honchkrow,430,Honchkrow,Dark,Flying,100,125,52,105,52,71,Insomnia,Super Luck,Moxie,0.9,27.3,Black,Flying,,,,
glameow,431,Glameow,Normal,,49,55,42,42,37,85,Limber,Own Tempo,Keen Eye,0.5,3.9,Gray,Field,0.25,0.75,,
purugly,432,Purugly,Normal,,71,82,64,64,59,112,Thick Fat,Own Tempo,Defiant,1,43.8,Gray,Field,0.25,0.75,,
chingling,433,Chingling,Psychic,,45,30,50,65,50,45,Levitate,,,0.2,0.6,Yellow,Undiscovered,,,,
stunky,434,Stunky,Poison,Dark,63,63,47,41,41,74,Stench,Aftermath,Keen Eye,0.4,19.2,Purple,Field,,,,
skuntank,435,Skuntank,Poison,Dark,103,93,67,71,61,84,Stench,Aftermath,Keen Eye,1,38,Purple,Field,,,,
bronzor,436,Bronzor,Steel,Psychic,57,24,86,24,86,23,Levitate,Heatproof,Heavy Metal,0.5,60.5,Green,Mineral,,,,
bronzong,437,Bronzong,Steel,Psychic,67,89,116,79,116,33,Levitate,Heatproof,Heavy Metal,1.3,187,Green,Mineral,,,,
bonsly,438,Bonsly,Rock,,50,80,95,10,45,10,Sturdy,Rock Head,Rattled,0.5,15,Brown,Undiscovered,,,,
mimejr,439,Mime Jr.,Psychic,Fairy,20,25,45,70,90,60,Soundproof,Filter,Technician,0.6,13,Pink,Undiscovered,,,,
